职位,学历,经验,公司,"城市,",区域,商圈,技能列表,福利列表
Python开发工程师,本科,3-5年,掌控者科技,成都,武侯区,高朋大道,"['PostgreSQL', 'MySQL', '架构师', '数据结构', 'SQL']","['通讯补贴', '绩效奖金', '五险一金', '节日福利', '意外险']"
python开发工程师,大专,经验不限,成都工业人工智能...,成都,新都区,石板滩,"['PyTorch', '运维开发经验', 'Python', 'TensorFlow']",['五险一金']
python开发工程师,本科,3-5年,中电金信,成都,武侯区,新会展中心,"['Docker', 'MySQL', 'Python']","['补充医疗保险', '定期体检', '五险一金', '节日福利']"
python后端开发工程师,本科,1-3年,索贝数码,成都,武侯区,红牌楼,"['Python', 'Docker', 'Linux开发/部署经验']","['通讯补贴', '定期体检', '青年公寓', '节日福利', '商业保险', '交通补助', '带薪年假', '年终奖', '五险一金', '补充医疗保险', '员工旅游', '公司食堂']"
python工程师,本科,1-3年,宽窄智汇,成都,双流区,成都高新区,"['Python', 'Docker']","['有无线网', '补充医疗保险', '员工旅游', '五险一金', '春节福利假', '带薪年假', '节日福利', '团建聚餐', '股票期权', '年终奖']"
C\C++\JAVA\python\ （全国多城市可安排）,本科,经验不限,华为终端有限公司,成都,郫都区,红光镇,"['Golang', 'Java', 'C++', 'C', 'Python']","['带薪年假', '定期体检', '节日福利', '五险一金', '年终奖', '住房补贴', '加班补助', '意外险', '节假日加班费', '交通补助', '股票期权', '通讯补贴', '零食下午茶', '免费班车', '补充医疗保险', '生日福利']"
odoo开发工程师（python）,学历不限,3-5年,融科数据,成都,龙泉驿区,大面,"['Python', 'Django', 'MySQL', 'odoo', '后端', '不加班']","['通讯补贴', '工龄奖', '五险一金', '餐补', '意外险', '有无线网', '带薪年假', '节日福利', '团建聚餐', '绩效奖金', '保底工资', '交通补助']"
Python,大专,3-5年,得遇文化,成都,武侯区,紫荆,"['Django', 'PostgreSQL', 'MySQL', 'Python', 'Flask']","['五险一金', '零食下午茶', '年终奖', '带薪年假', '团建聚餐', '绩效奖金']"
python工程师,本科,1-3年,成都市无畏前行网...,成都,武侯区,科华北路,[],"['有无线网', '全勤奖', '宿舍有空调', '包住', '工龄奖', '底薪加提成']"
python,大专,3-5年,卓软科技,成都,武侯区,新会展中心,"['Python', 'Django', 'MySQL', 'PostgreSQL']","['五险一金', '节日福利', '带薪年假']"
Python,大专,1年以内,丙火数字,成都,青羊区,天府广场,"['Python', 'C++', 'Java', 'Docker', 'MySQL', 'Linux开发/部署经验', '机器学习经验', '运维开发经验']","['社保五险', '团建聚餐', '节日福利', '免费工装', '加班补助', '保底工资', '底薪加提成', '零食下午茶', '年终奖']"
A-应用平台-040-Python后端,学历不限,3-5年,武汉佰钧成技术,成都,武侯区,中和,"['微服务经验', 'Django', 'PostgreSQL', 'MySQL', 'Redis', 'Python', 'Flask']","['带薪年假', '定期体检', '节日福利', '补充医疗保险', '五险一金']"
python工程师,本科,1-3年,因子数,成都,金牛区,金泉,"['Python', 'MySQL', 'Django', 'Flask', 'Tornado', 'Nginx']","['绩效奖金', '加班补助', '带薪年假', '年终奖', '定期体检', '底薪加提成', '团建聚餐', '零食下午茶', '五险一金', '有无线网', '员工旅游']"
高级Python研发工程师,本科,3-5年,成都原子数据科技,成都,武侯区,红牌楼,"['NoSQL', 'MongoDB', '容器技术', 'SQL']","['团建聚餐', '生日福利', '节日福利', '带薪年假', '年终奖', '定期体检', '五险一金', '零食下午茶', '意外险', '工龄奖']"
Python,大专,经验不限,成都振朗旅行社,成都,温江区,柳城,"['Python', 'Java', 'C++', 'MySQL', 'Pandas', 'PyTorch', '分布式经验', '爬虫经验', '数据采集', '分布式爬虫']",[]
Python,本科,经验不限,成都智启星辰科技,成都,武侯区,成都高新区,"['接受实习/在校生投递', 'Django', 'MySQL', 'Redis', '架构设计经验', 'Python', 'Flask']",[]
python,大专,3-5年,希格斯,成都,,,"['Nginx', 'Django', 'Hadoop', 'MySQL', '运维开发经验', 'Redis', 'Tornado', 'Python', 'Flask']","['餐补', '交通补助', '节日福利', '团建聚餐', '零食下午茶', '员工旅游', '带薪年假', '加班补助', '五险一金', '底薪加提成', '绩效奖金', '股票期权', '保底工资', '年终奖']"
中级python开发工程师,本科,5-10年,八佰族,成都,锦江区,红星路,"['Nginx', '服务端开发经验', 'Django', 'MySQL', '全栈开发经验', 'Redis', 'Linux开发/部署经验', '英语读写能力良好', 'Python']","['股票期权', '加班补助', '通讯补贴', '包吃', '节日福利', '带薪年假', '年终奖', '交通补助', '住房补贴', '五险一金', '补充医疗保险', '免费班车', '零食下午茶', '定期体检', '餐补', '员工旅游', '全勤奖']"
Python开发工程师,本科,1-3年,量子矩阵,成都,成华区,建设路,"['Java', 'Django', 'MySQL', '机器学习经验', 'Redis', 'Tornado', '架构设计经验', 'Linux开发/部署经验', 'Python', 'Flask']","['带薪年假', '年终奖', '节日福利', '五险一金', '股票期权', '零食下午茶']"
Python后端开发工程师（大模型应用开发）,本科,5-10年,银信科技,成都,武侯区,新会展中心,"['算法', 'NLP', 'langchain', '大模型', 'Python']","['定期体检', '零食下午茶', '通讯补贴', '五险一金', '带薪年假', '餐补', '员工旅游', '节日福利', '年终奖', '补充医疗保险']"
Python开发（工作地新疆）,本科,1-3年,四川云上浩睿智能科技,成都,武侯区,中和,[],[]
后端python工程师,本科,3-5年,绿盾互链科技有限公司,成都,武侯区,中和,"['Docker', 'Django', 'Redis', 'Python', 'Flask']",[]
python初级工程师,本科,在校/应届,英博智云,成都,武侯区,中和,"['PostgreSQL', 'Python', 'Flask']","['五险一金', '节日福利', '团建聚餐']"
python全栈工程师,大专,3-5年,成都灵动数智,成都,武侯区,簇桥,"['Django', 'MySQL', 'Selenium', 'Python']","['保底工资', '绩效奖金', '五险一金', '底薪加提成', '年终奖']"
Python,本科,1-3年,观想科技,成都,,,"['Python', 'C++', 'C', 'Django', 'PyTorch', 'TensorFlow', 'MySQL', 'Oracle', 'MongoDB', '运维开发经验', '机器学习经验', '云计算经验']","['五险一金', '年终奖', '带薪年假', '节日福利']"
python中级开发工程师,大专,1-3年,炎赫科技,成都,金牛区,营门口,"['Python', 'Django', '架构设计经验']",[]
Python开发（现场面试）,本科,3-5年,迈思信息,成都,锦江区,琉璃场,"['微服务经验', 'Django', 'Kafka', 'Redis', 'MongoDB', 'Python', 'Flask']","['定期体检', '通讯补贴', '五险一金', '零食下午茶', '带薪年假']"
python实习生,本科,,深思慧聚,成都,武侯区,省体育馆,"['Python', '其他', 'Django', 'Flask', 'Numpy', 'Pandas', 'Elasticsearch', 'MySQL', 'PostgreSQL']","['洗理费', '交通补助', '保底工资', '餐补', '五险一金', '补充医疗保险', '员工旅游', '住房补贴', '年终奖', '零食下午茶', '节日福利', '团建聚餐', '带薪年假', '股票期权', '绩效奖金', '生日福利']"
Python开发工程师（初级）,大专,1-3年,星迈吉科技有限公司,成都,双流区,广都,"['Python', 'Golang', 'Django', 'Flask', 'MySQL', 'Redis']","['交通补贴', '免费晚餐', '婚育礼金', '团建聚餐', '带薪年假', '五险一金', '年终奖', '生日福利', '节日福利', '入职享年假', '零食下午茶']"
Python,大专,5-10年,秦皇岛欧森科技,成都,武侯区,紫荆,"['Java', 'Python']",[]
python主程,本科,3-5年,定星科技,成都,,,"['MySQL', '运维开发经验', 'Redis', 'Tornado', 'MongoDB', 'Numpy', 'Python']","['加班补助', '生日福利', '餐补', '带薪年假', '交通补助', '团建聚餐', '节假日加班费', '补充医疗保险', '零食下午茶', '年终奖', '全勤奖', '节日福利', '工龄奖', '五险一金']"
资深python工程师,大专,3-5年,千里行,成都,成华区,建设路,"['wireshark', 'UDP', 'Scrapy', '爬虫经验', 'HTTP/HTTPS', 'TCP/IP', 'web逆向技术', 'Selenium', 'Python']","['生日福利', '有无线网', '意外险', '节假日加班费', '加班补助', '项目奖金', '节日福利', '全勤奖', '交通补助', '团建聚餐', '五险一金', '零食下午茶']"
Python,本科,3-5年,黄裳元吉传媒,成都,武侯区,紫荆,"['Python', 'Numpy', 'PyTorch', 'Nginx', 'PostgreSQL', 'MongoDB', 'Oracle', 'Linux开发/部署经验', '分布式经验', '微服务经验', '爬虫经验', '机器学习经验']","['零食下午茶', '节假日加班费', '餐补', '五险一金', '底薪加提成', '交通补助', '带薪年假', '绩效奖金', '保底工资', '生日福利', '年终奖', '加班补助', '定期体检', '团建聚餐', '员工旅游', '全勤奖']"
Python程序员,本科,1-3年,威盛源,成都,武侯区,中和,"['Python', 'Django', 'Pandas', 'Kafka', 'PyTorch', '其他', 'MySQL', 'PostgreSQL', '其他', '架构设计经验', 'Linux开发/部署经验']",['加班补助']
外派-Python-算法工程师,本科,3-5年,创恒通达,成都,武侯区,紫荆,"['Python', 'Flask', 'Redis']",[]
实习Python程序员,本科,,成都盈透科技,成都,武侯区,银泰城,"['Python', 'Pandas', 'MySQL', '量化交易开发经验']",[]
python,大专,1-3年,都江堰市图霖软件...,成都,都江堰市,灌口,[],[]
华为成都急招Python软件工程师,本科,经验不限,华为,成都,郫都区,,"['分布式技术', '容器技术', '架构师', '微服务架构', '虚拟机技术', 'python', 'Linux', 'Unix']","['补充医疗保险', '节日福利', '法定节假日三薪', '企业年金', '股票期权', '带薪年假', '意外险', '交通补助', '员工旅游', '零食下午茶', '团建聚餐', '绩效奖金', '加班补助', '节假日加班费', '夜班补助', '免费班车', '五险一金', '保底工资', '定期体检', '年终奖']"
Python 开发工程师（大模型应用开发方向）,本科,3-5年,成都华西数字医疗科技,成都,,,"['大模型应用开发经验', 'Django', '人工智能大模型', 'Python', 'Flask']","['带薪年假', '五险一金', '法定节假日三薪', '团建聚餐', '零食下午茶', '绩效奖金']"
Python,本科,1-3年,成都同路人科技,成都,武侯区,中和,[],[]
Python开发工程师,本科,经验不限,乐奇网络,成都,锦江区,红星路,"['Python', 'Django', 'MySQL', 'Redis']","['餐补', '定期体检', '五险一金', '包吃', '节日福利', '年终奖', '加班补助', '零食下午茶', '员工旅游', '通讯补贴', '交通补助', '全勤奖']"
Python后端开发工程师,本科,1-3年,新华三技术有限公司,成都,双流区,广都,"['Linux', 'PostgreSQL', 'MySQL', '多线程']","['五险一金', '零食下午茶', '交通补助', '补充医疗保险', '节日福利', '餐补', '年终奖', '免费班车', '定期体检', '员工旅游', '加班补助', '带薪年假', '通讯补贴']"
python开发,本科,3-5年,诺比侃,成都,双流区,东升,"['C++', 'OpenCV', 'pyside2', 'Python']","['交通补助', '节日福利', '员工旅游', '零食下午茶', '团建聚餐', '股票期权', '餐补', '生日福利', '带薪年假', '通讯补贴', '年终奖', '五险一金']"
python高级开发工程师,本科,3-5年,客来多,成都,武侯区,红牌楼,"['Docker', '微服务经验', 'Django', 'MySQL', 'Redis', '架构设计经验', 'Linux开发/部署经验', 'Python']","['带薪年假', '交通补助', '夜班补助', '底薪加提成', '全勤奖', '绩效奖金', '节日福利', '生日福利', '年终奖', '员工旅游', '加班补助', '保底工资', '法定节假日三薪', '五险一金', '通讯补贴', '节假日加班费', '企业年金', '高温补贴', '工龄奖', '团建聚餐']"
Python,大专,3-5年,法本,成都,锦江区,琉璃场,"['Docker', 'Redis', 'Python']","['带薪年假', '节日福利', '零食下午茶', '五险一金', '企业文化']"
python后端开发工程师(A236836),本科,1-3年,中科创达,成都,郫都区,红光镇,"['Python', 'Django', 'Flask', 'Docker', '微服务经验', 'web后端']","['餐补', '带薪年假', '五险一金', '交通补助', '节日福利', '年终奖', '加班补助', '员工旅游', '定期体检']"
python工程师,本科,3-5年,凯云恒达,成都,金牛区,抚琴,['Python'],"['免费工装', '餐补', '生日福利', '团建聚餐', '节日福利', '全勤奖', '带薪年假', '定期体检', '绩效奖金', '五险一金']"
数字化系统开发工程师（Python）,本科,3-5年,海科机械,成都,温江区,金马镇,"['PyTorch', 'Docker', 'PostgreSQL', 'Redis', '架构设计经验', 'Python']","['员工旅游', '住房补贴', '法定节假日三薪', '意外险', '绩效奖金', '年终奖', '保底工资', '定期体检', '全勤奖', '餐补', '通讯补贴', '底薪加提成', '五险一金', '包吃', '团建聚餐', '节日福利', '节假日加班费', '工龄奖', '加班补助']"
python,本科,经验不限,某中型人力资源服务公司,成都,,,['Python'],[]
高级Python开发工程师-国资背景,本科,5-10年,某大型计算机软件公司,成都,,,"['Python', 'Java', 'Numpy', 'MySQL', '大模型', '算法']","['商业意外险', '儿童节', '定期体检', '年终奖', '五险一金', '带薪年假', '交通补助', '员工旅游', '餐补', '女神节', '节日福利']"
python开发工程师,本科,5-10年,某大型上市银行公司,成都,,,"['Java', 'Docker', 'Django', 'MySQL', '机器学习经验', 'Redis', 'Python']","['定期体检', '通讯补贴', '节日福利', '补充医疗保险', '年终奖', '餐补', '全勤奖', '交通补助', '五险一金']"
python,大专,3-5年,倍特尔信息,成都,双流区,蛟龙港,"['Java', '爬虫经验', 'Pandas', 'Numpy', 'Python']","['六效一金', '节日福利', '餐补', '年终奖', '补充医疗保险']"
python开发工程师,大专,3-5年,广州汉兮科技有限公司,成都,武侯区,红牌楼,"['Python', 'Django', 'Redis', 'MySQL', 'Linux开发/部署经验']",[]
Python数据开发工程师,本科,5-10年,辰信联,成都,武侯区,环球中心,"['网络爬虫技术', 'Django', '服务器配置', '初级软件工程师', '中级软件工程师']","['团建聚餐', '带薪年假', '节日福利', '年终奖', '员工旅游', '五险一金', '通讯补贴', '生日福利', '餐补']"
python后端开发（to c 项目fastapi开发）,本科,3-5年,成都浩天创意科技,成都,武侯区,成都高新区,"['Python', 'Redis', '架构设计经验']",[]
