职位,学历,经验,公司,"城市,",区域,商圈,技能列表,福利列表
python开发工程师,本科,3-5年,北京众互意联技术,上海,松江区,松江大学城,"['Python', 'Golang', 'Java', 'Django', 'Flask', 'Tornado', 'MySQL', 'Spark', 'Redis', '架构设计经验', 'Linux开发/部署经验', '分布式经验']","['绩效奖金', '团建聚餐', '五险一金', '股票期权', '餐补']"
Python高级工程师,本科,5-10年,AIPGPT,上海,普陀区,梅川路,"['Golang', 'C++', 'Scrapy', 'PyTorch', 'LangChain+LLM', 'Django', 'MySQL', 'Redis', 'MongoDB', 'Python']","['带薪年假', '团建聚餐', '员工旅游', '有无线网', '五险一金', '股票期权']"
高级/资深 Python 开发工程师,本科,1-3年,千寻位置,上海,杨浦区,新江湾城,"['Python', 'Java', 'GNSS']","['补充医疗保险', '年终奖', '定期体检', '餐补', '带薪年假', '节日福利', '员工旅游', '股票期权', '五险一金']"
python/go,本科,1-3年,某大型医疗健康上市公司,上海,,,"['Golang', 'fastapi', 'Python', '工程化']","['定期体检', '带薪年假', '补充医疗保险', '节日福利', '五险一金']"
Java/python/C/C++/go 测试/运维/大数据,本科,经验不限,西安华为技术有限公司,上海,浦东新区,金桥,"['Python', 'Java', 'Docker', 'MySQL', '云计算经验', '分布式经验', '数据结构']","['全勤奖', '包吃', '五险一金', '零食下午茶', '定期体检', '餐补', '团建聚餐', '绩效奖金', '年终奖', '交通补助', '加班补助']"
中级 Python 工程师上海,本科,5-10年,上海艾融软件,上海,黄浦区,打浦桥,"['UiPath', '爬虫经验', 'ISRPA', '影刀', 'Automation Anywhere', '机器学习经验', 'Python']","['生日福利', '带薪年假', '团建聚餐', '加班补助', '节日福利', '零食下午茶', '定期体检', '五险一金']"
python大模型,本科,1-3年,西安智文琛软件,上海,浦东新区,金桥,['Python'],[]
Python工具开发,本科,3-5年,安徽瀚盛汽车检验...,上海,嘉定区,安亭,"['Python', 'Golang', 'Flask', 'MySQL', '架构设计经验']",[]
Python开发,本科,3-5年,亿微征信,上海,浦东新区,陆家嘴,"['Nginx', '分布式经验', 'Django', '软件应用经验、规则引擎', 'MySQL', '运维开发经验', 'Redis', 'Django、Nginx、分布式经验', '架构设计经验', 'Python', 'Flask', 'HBase']","['保底工资', '绩效奖金', '带薪年假', '五险一金']"
MES系统开发工程师（Python）,本科,3-5年,上海中云开源数据技术,上海,浦东新区,滴水湖临港地区,"['PyTorch', 'Django', 'MongoDB', '架构设计经验', 'Oracle', 'Python']",[]
python工程师,本科,1-3年,复高软件,上海,宝山区,高境,"['Python', 'Django', 'MySQL', 'Redis', 'Oracle']","['零食下午茶', '员工旅游', '团建聚餐', '节日福利', '包吃', '餐补', '带薪年假', '加班补助', '年终奖', '五险一金']"
Python后端开发工程师（AI方向）,本科,5-10年,九维图灵,上海,虹口区,江湾,"['C端用户', 'PyTorch', '分布式经验', '微服务经验', 'Django', '智能体框架经验', 'MySQL', 'Oracle', 'Python', 'Flask', 'TensorFlow']",['五险一金']
H13972岗B_模型研发-001-Python开发工程师,本科,经验不限,武汉佰钧成技术,上海,,,"['Python', 'Java', 'Golang', 'Django', 'MySQL']","['五险一金', '带薪年假', '节日福利', '补充医疗保险', '定期体检']"
python后端开发工程师,本科,1-3年,戎磐网络,上海,长宁区,仙霞,"['Nginx', 'Elasticsearch', 'Django', 'Redis', 'Python']",[]
游戏服务端开发-Python（大厂/包餐）,本科,3-5年,德科信息有限公司,上海,徐汇区,漕河泾,"['Python', 'MySQL', 'Redis', 'MongoDB', '游戏']","['节日福利', '五险一金', '股票期权', '团建聚餐', '带薪年假', '生日福利']"
rpa开发工程师（会Python）,本科,3-5年,长亮科技,上海,浦东新区,南码头,"['Python', 'Java', 'MySQL', '分布式经验']","['零食下午茶', '五险一金', '加班补助', '通讯补贴', '带薪年假', '绩效奖金', '团建聚餐', '保底工资', '交通补助', '法定节假日三薪', '股票期权', '意外险', '定期体检', '节日福利', '员工旅游', '补充医疗保险']"
【五百强德企contractor】python开发,本科,经验不限,某大型上市咨询公司,上海,,,"['Python', 'Django', 'Flask', 'Pandas', 'Kafka', 'Docker', 'Redis', 'PostgreSQL', 'MySQL']","['保底工资', '五险一金', '底薪加提成', '节日福利', '有无线网', '零食下午茶', '定期体检', '团建聚餐', '补充医疗保险', '员工旅游', '绩效奖金', '带薪年假', '年终奖']"
python数据分析工程师,本科,1年以内,华为终端有限公司,上海,青浦区,金泽,"['Docker', 'Django', 'Pandas', 'MySQL', 'Linux开发/部署经验', 'Numpy', 'Python']","['节日福利', '股票期权', '交通补助', '免费班车', '带薪年假', '节假日加班费', '住房补贴', '通讯补贴', '零食下午茶', '意外险', '生日福利', '加班补助', '定期体检', '年终奖', '补充医疗保险', '五险一金']"
Python 开发工程师,大专,5-10年,上海众调信息科技,上海,杨浦区,五角场,"['Python', 'Pandas', 'MySQL', 'Vue']","['五险一金', '年终奖', '带薪年假', '节日福利']"
python工程师（公司自招）,本科,3-5年,三七脉集团,上海,浦东新区,北蔡,"['爬虫', '数据开发', '机器学习/算法工程', 'Python', '计算机相关专业', '数学/统计相关专业', 'NPL经验', '语义分析自然语言经验', '数据处理']","['生日福利', '高温补贴', '定期体检', '餐补', '五险一金', '带薪年假', '节日福利', '年终奖']"
Python Flask 后端开发,本科,1-3年,渺图科技,上海,嘉定区,江桥,['Python'],"['底薪加提成', '住房补贴', '带薪年假', '保底工资', '五险一金', '交通补助', '绩效奖金']"
Python（西门子外包）,本科,3-5年,江苏优闼数据科技...,上海,杨浦区,五角场,"['Python', 'Django', 'MySQL']","['节日福利', '生日福利', '交通补助', '加班补助', '法定节假日三薪', '定期体检', '零食下午茶', '员工旅游', '带薪年假', '有无线网', '节假日加班费', '通讯补贴', '五险一金', '年终奖', '底薪加提成', '团建聚餐', '保底工资', '绩效奖金', '股票期权']"
python,本科,经验不限,上海华为技术有限公司,上海,,,['Python'],"['员工旅游', '保底工资', '节日福利', '节假日加班费', '法定节假日三薪', '加班补助', '五险一金', '有无线网', '带薪年假', '绩效奖金', '团建聚餐', '生日福利', '股票期权', '零食下午茶', '补充医疗保险', '免费班车', '年终奖', '意外险', '定期体检']"
python,大专,3-5年,泉州加推,上海,闵行区,颛桥,"['Python', 'Golang', 'Docker', 'MySQL']","['员工旅游', '五险', '节日福利', '年终奖', '团队氛围好', '员工团建', '带薪年假', '全勤奖']"
Python web开发,大专,3-5年,彗零信息,上海,,,"['Python', 'Django', 'PyTorch', 'TensorFlow', 'MySQL', 'MongoDB']",[]
python开发工程师,本科,5-10年,互呈信息,上海,浦东新区,南码头,"['Python', 'Kubernetes', 'MySQL', 'Redis', 'Linux开发/部署经验', '运维开发经验']",['五险一金']
python后端开发工程师,本科,3-5年,孚典智能,上海,闵行区,虹桥,"['C++', 'PyTorch', 'MySQL', 'Python']","['法定节假日三薪', '免费工装', '有无线网', '五险一金', '保底工资', '定期体检', '年终奖', '加班补助', '节日福利', '绩效奖金', '餐补', '带薪年假', '零食下午茶']"
初级python开发,大专,1年以内,量投科技,上海,浦东新区,张江,"['Python', 'Numpy', 'Pandas', 'Nginx', 'MySQL', 'Redis', '量化']","['股票期权', '节假日加班费', '团建聚餐', '员工旅游', '带薪年假', '保底工资', '五险一金', '生日福利', '节日福利', '补充医疗保险', '高温补贴', '定期体检', '交通补助', '年终奖', '零食下午茶']"
Java+Python（大模型应用场景）开发,大专,3-5年,金财问道,上海,,,"['Python', 'Flask', 'MySQL', '分布式经验']",[]
python中高级开发工程师,本科,3-5年,孚盟软件,上海,闵行区,虹桥,"['Python', 'Kafka', 'PyTorch', 'Docker', 'MySQL', 'PostgreSQL', 'Linux开发/部署经验']","['五险一金', '补充医疗保险', '年终奖', '员工旅游', '通讯补贴', '节日福利']"
Python / JAVA,本科,经验不限,华为技术有限公司,上海,浦东新区,金桥,"['Python', 'Java', 'Numpy', 'Pandas', '机器学习经验']","['加班补助', '补充医疗保险', '绩效奖金', '节日福利', '五险一金', '夜班补助', '免费班车', '法定节假日三薪', '年终奖', '交通补助', '生日福利', '股票期权', '节假日加班费', '保底工资', '员工旅游', '零食下午茶', '定期体检', '团建聚餐', '带薪年假', '离职补偿']"
Python开发（长期/金融）,本科,3-5年,纬创软件,上海,黄浦区,外滩,"['Django', 'Python']","['团建聚餐', '员工旅游', '节日福利', '五险一金', '补充医疗保险', '定期体检', '零食下午茶', '带薪年假']"
高级python开发工程师,本科,5-10年,瑞友,上海,长宁区,北新泾,"['英文读写', 'Docker', 'Django', 'MySQL', 'Redis', '云计算经验', 'Python']","['节日福利', '带薪年假', '定期体检', '补充医疗保险', '五险一金']"
Python,本科,1-3年,某大型已上市IT教育与服务公司,上海,,,"['Python', 'go']","['带薪年假', '交通补助', '补充医疗保险', '定期体检', '年终奖', '节日福利', '五险一金']"
python工程师,本科,1-3年,上海华泰,上海,,,"['数据结构', '服务器配置', 'Redis', 'Django', 'Flask']","['员工旅游', '五险一金', '年终奖', '节日福利', '定期体检', '带薪年假', '餐补']"
2025届校招-Data Engineer(Java/Python),本科,在校/应届,信也科技,上海,,,"['Python', 'Java', 'Spark', 'Hive', 'Hadoop', '架构设计经验']","['定期体检', '带薪年假', '餐补', '股票期权', '五险一金', '节日福利', '免费班车', '员工旅游', '补充医疗保险', '年终奖']"
Python AI 应用开发工程师,本科,1-3年,聊聊科技,上海,闵行区,莘庄,"['Python', 'Kubernetes', 'Elasticsearch', 'Kafka', 'Docker', 'Django', 'MySQL', 'Redis', 'MongoDB', 'PostgreSQL', 'Linux开发/部署经验', '分布式经验', '微服务经验', '机器学习经验', '接受实习/在校生投递', 'Agent']","['带薪年假', '节日福利', '五险一金', '员工旅游', '餐补', '定期体检', '年终奖']"
python后端开发工程师,本科,在校/应届,FOLOTOY,上海,浦东新区,迪士尼,"['Python', 'Nginx', 'PyTorch', 'Docker', 'Redis', 'PostgreSQL']","['带薪年假', '定期体检', '股票期权', '生日福利', '五险一金', '节日福利', '零食下午茶', '年终奖', '员工旅游', '绩效奖金', '住房补贴', '工龄奖', '团建聚餐']"
Python开发工程师,本科,1-3年,直觉信息,上海,浦东新区,张江,"['爬虫经验', 'Scrapy', 'MySQL', 'Python']",['五险一金']
Python（短期项目+五险一金+班车+包午餐）,本科,3-5年,怡卓人力,上海,闵行区,虹桥,"['Python', 'Django', 'Flask', 'Tornado', 'MySQL', 'Oracle', 'Redis', '分布式经验', '微服务经验']","['五险一金', '补充医疗保险', '零食下午茶', '员工旅游', '定期体检', '节日福利', '年终奖', '带薪年假']"
python后端开发工程师,本科,3-5年,微创软件,上海,徐汇区,漕河泾,"['分布式经验', '微服务经验', 'Django', 'Python']","['补充医疗保险', '零食下午茶', '带薪年假', '免费班车', '节日福利', '年终奖', '定期体检', '五险一金', '员工旅游']"
Python初级大模型应用开发工程师,本科,1-3年,上海羚数智能科技...,上海,长宁区,北新泾,"['Python', 'PyTorch', 'LLM', 'Agent', '大模型', 'rag']","['生日福利', '团建聚餐', '定期体检', '法定节假日三薪', '五险一金', '零食下午茶', '补充医疗保险', '保底工资', '员工旅游', '带薪年假', '股票期权', '意外险', '年终奖']"
Python,本科,3-5年,中电金信,上海,嘉定区,嘉定镇,"['Docker', 'MySQL', 'Python']","['节日福利', '定期体检', '补充医疗保险', '五险一金']"
Python开发工程师,本科,1-3年,八婺信息,上海,杨浦区,新江湾城,"['容器技术', '消息队列', '多进程', '分布式技术', 'MVC开发', 'Linux', 'MongoDB', 'MySQL']","['五险一金', '定期体检', '加班补助']"
Python研发工程师,本科,3-5年,适途科技,上海,浦东新区,张江,"['Python', 'Docker', 'MySQL', 'langgraph']","['五险一金', '绩效奖金', '节日福利', '带薪年假', '定期体检']"
Python,本科,1-3年,上海派森诺,上海,徐汇区,华泾,"['Docker', 'PostgreSQL', 'Pandas', 'R语言', '运维开发经验', 'MongoDB', 'Linux开发/部署经验', 'Python', '生信分析']","['节日福利', '五险一金', '定期体检', '股票期权', '年终奖', '通讯补贴', '带薪年假', '交通补助', '餐补']"
高级python开发工程师,本科,1-3年,上海大巧不工信息科技,上海,闵行区,万源城,"['Python', 'Golang', 'Docker', 'Kafka', 'Nginx', 'MySQL', 'Hadoop', '架构设计经验', '爬虫经验', '机器学习经验']","['通讯补贴', '员工旅游', '加班补助', '保底工资', '绩效奖金', '五险一金']"
诚聘全栈开发工程师（Python方向）,大专,5-10年,大连贝塔科技有限公司,上海,浦东新区,张江,"['Python', 'X86', 'react', 'devops']",[]
Python（外派：诺亚财富）,本科,3-5年,微创网络,上海,闵行区,虹桥,"['Golang', 'Django', 'devops', 'MySQL', 'Redis', 'Python']","['五险一金', '年终奖', '补充医疗保险', '定期体检', '节日福利', '带薪年假', '意外险', '员工旅游', '团建聚餐', '交通补助']"
Python开发,本科,1年以内,棣拓软件技术(上...,上海,普陀区,光新,"['Python', 'C++', 'Numpy', 'Pandas', 'PyTorch', 'TensorFlow', '机器学习经验']","['五险一金', '定期体检']"
python爬虫-好项目,大专,5-10年,上海瑞应人才科技,上海,杨浦区,五角场,"['Python', 'Django', 'Flask', 'Tornado', 'MySQL', 'Redis', 'Oracle', '团队管理经验', '架构设计经验', 'Linux开发/部署经验', '爬虫']","['带薪年假', '年终奖', '五险一金']"
Python技术支持(A133096),本科,1-3年,分叉智能科技,上海,徐汇区,漕河泾,"['Scrapy', '爬虫经验', 'Pandas', 'MySQL', 'Redis', 'Selenium', 'Python']","['零食下午茶', '团建聚餐', '年终奖', '五险一金', '带薪年假', '节日福利', '股票期权']"
Python,大专,5-10年,上海龙运览网络科技,上海,徐汇区,龙华,"['Docker', 'Django', 'PostgreSQL', 'MySQL', 'Kafka', 'Redis', 'Python', 'Flask']",[]
游戏服务端开发（Python),本科,3-5年,北京七凌科技有限公司,上海,徐汇区,漕河泾,"['Python', 'MySQL', 'Redis', 'MongoDB']","['带薪年假', '五险一金', '节日福利']"
python开发工程师,本科,在校/应届,瞰点投资,上海,浦东新区,世博,"['数据开发', 'Python', '计算机相关专业', '数学/统计相关专业']","['定期体检', '餐补', '年终奖', '工龄奖', '股票期权', '绩效奖金', '五险一金', '员工旅游', '带薪年假']"
